state,date,ML,Low_90,High_90
AMAZONAS,2020-04-09,3.0,1.01,6.99
AMAZONAS,2020-04-10,2.2800000000000002,0.88,4.57
AMAZONAS,2020-04-11,2.12,0.85,4.0600000000000005
AMAZONAS,2020-04-12,1.8800000000000001,0.77,3.58
AMAZONAS,2020-04-13,1.72,0.68,3.24
AMAZONAS,2020-04-14,1.69,0.67,3.14
AMAZONAS,2020-04-15,1.67,0.7000000000000001,3.1
AMAZONAS,2020-04-16,1.73,0.73,3.12
AMAZONAS,2020-04-17,1.77,0.78,3.14
AMAZONAS,2020-04-18,1.81,0.8200000000000001,3.13
AMAZONAS,2020-04-19,1.75,0.8,3.0
AMAZONAS,2020-04-20,1.6400000000000001,0.74,2.81
AMAZONAS,2020-04-21,1.55,0.67,2.64
AMAZONAS,2020-04-22,1.48,0.66,2.56
AMAZONAS,2020-04-23,1.47,0.65,2.52
AMAZONAS,2020-04-24,1.46,0.67,2.52
AMAZONAS,2020-04-25,1.5,0.7000000000000001,2.5500000000000003
AMAZONAS,2020-04-26,1.58,0.77,2.64
AMAZONAS,2020-04-27,1.6600000000000001,0.8200000000000001,2.68
AMAZONAS,2020-04-28,1.72,0.88,2.71
AMAZONAS,2020-04-29,1.71,0.9,2.67
AMAZONAS,2020-04-30,1.62,0.86,2.5500000000000003
AMAZONAS,2020-05-01,1.59,0.84,2.47
AMAZONAS,2020-05-02,1.56,0.8300000000000001,2.41
AMAZONAS,2020-05-03,1.5,0.77,2.29
AMAZONAS,2020-05-04,1.47,0.79,2.2800000000000002
AMAZONAS,2020-05-05,1.49,0.79,2.25
AMAZONAS,2020-05-06,1.46,0.8,2.23
AMAZONAS,2020-05-07,1.47,0.79,2.19
AMAZONAS,2020-05-08,1.48,0.84,2.22
AMAZONAS,2020-05-09,1.48,0.85,2.2
AMAZONAS,2020-05-10,1.46,0.85,2.17
AMAZONAS,2020-05-11,1.42,0.8200000000000001,2.1
AMAZONAS,2020-05-12,1.3800000000000001,0.79,2.04
AMAZONAS,2020-05-13,1.33,0.76,1.98
AMAZONAS,2020-05-14,1.32,0.74,1.94
ANCASH,2020-03-28,3.0,1.01,6.99
ANCASH,2020-03-29,2.87,0.99,6.25
ANCASH,2020-03-30,2.77,1.01,5.83
ANCASH,2020-03-31,3.0,1.12,5.96
ANCASH,2020-04-01,2.81,1.11,5.42
ANCASH,2020-04-02,2.67,1.05,5.0
ANCASH,2020-04-03,2.5500000000000003,1.04,4.73
ANCASH,2020-04-04,2.46,0.99,4.47
ANCASH,2020-04-05,2.5500000000000003,1.06,4.49
ANCASH,2020-04-06,2.59,1.16,4.47
ANCASH,2020-04-07,2.74,1.3,4.51
ANCASH,2020-04-08,2.7800000000000002,1.4000000000000001,4.41
ANCASH,2020-04-09,2.75,1.44,4.21
ANCASH,2020-04-10,2.58,1.4000000000000001,3.92
ANCASH,2020-04-11,2.44,1.36,3.68
ANCASH,2020-04-12,2.33,1.32,3.47
ANCASH,2020-04-13,2.23,1.3,3.31
ANCASH,2020-04-14,2.15,1.24,3.12
ANCASH,2020-04-15,2.08,1.25,3.0300000000000002
ANCASH,2020-04-16,2.05,1.26,2.95
ANCASH,2020-04-17,2.09,1.33,2.94
ANCASH,2020-04-18,2.04,1.29,2.8000000000000003
ANCASH,2020-04-19,2.04,1.34,2.77
ANCASH,2020-04-20,2.0,1.34,2.69
ANCASH,2020-04-21,1.92,1.32,2.6
ANCASH,2020-04-22,1.79,1.21,2.42
ANCASH,2020-04-23,1.77,1.21,2.37
ANCASH,2020-04-24,1.72,1.19,2.3000000000000003
ANCASH,2020-04-25,1.74,1.23,2.3000000000000003
ANCASH,2020-04-26,1.75,1.24,2.2600000000000002
ANCASH,2020-04-27,1.74,1.27,2.25
ANCASH,2020-04-28,1.7,1.26,2.2
ANCASH,2020-04-29,1.71,1.28,2.18
ANCASH,2020-04-30,1.7,1.28,2.14
ANCASH,2020-05-01,1.75,1.36,2.19
ANCASH,2020-05-02,1.73,1.35,2.14
ANCASH,2020-05-03,1.71,1.34,2.09
ANCASH,2020-05-04,1.67,1.32,2.04
ANCASH,2020-05-05,1.61,1.27,1.96
ANCASH,2020-05-06,1.56,1.24,1.9100000000000001
ANCASH,2020-05-07,1.52,1.22,1.87
ANCASH,2020-05-08,1.46,1.17,1.8
ANCASH,2020-05-09,1.4000000000000001,1.11,1.72
ANCASH,2020-05-10,1.32,1.04,1.6400000000000001
ANCASH,2020-05-11,1.27,0.99,1.58
ANCASH,2020-05-12,1.24,0.96,1.54
ANCASH,2020-05-13,1.22,0.9400000000000001,1.51
ANCASH,2020-05-14,1.21,0.9500000000000001,1.52
APURIMAC,2020-04-10,3.0,1.01,6.99
APURIMAC,2020-04-11,2.87,0.99,6.25
APURIMAC,2020-04-12,2.77,1.01,5.83
APURIMAC,2020-04-13,3.0,1.12,5.96
APURIMAC,2020-04-14,3.11,1.25,5.8100000000000005
APURIMAC,2020-04-15,3.09,1.32,5.48
APURIMAC,2020-04-16,3.0100000000000002,1.33,5.09
APURIMAC,2020-04-17,2.72,1.25,4.58
APURIMAC,2020-04-18,2.52,1.1500000000000001,4.18
APURIMAC,2020-04-19,2.2600000000000002,1.05,3.81
APURIMAC,2020-04-20,2.17,1.03,3.66
APURIMAC,2020-04-21,2.1,0.96,3.47
APURIMAC,2020-04-22,1.96,0.92,3.3000000000000003
APURIMAC,2020-04-23,2.0,0.92,3.27
APURIMAC,2020-04-24,2.0300000000000002,0.98,3.29
APURIMAC,2020-04-25,1.98,0.98,3.21
APURIMAC,2020-04-26,1.92,0.9500000000000001,3.1
APURIMAC,2020-04-27,1.82,0.9,2.96
APURIMAC,2020-04-28,1.79,0.88,2.89
APURIMAC,2020-04-29,1.76,0.89,2.86
APURIMAC,2020-04-30,1.74,0.88,2.81
APURIMAC,2020-05-01,1.77,0.9,2.81
APURIMAC,2020-05-02,1.74,0.87,2.73
APURIMAC,2020-05-03,1.76,0.92,2.7600000000000002
APURIMAC,2020-05-04,1.73,0.89,2.68
APURIMAC,2020-05-05,1.7,0.89,2.64
APURIMAC,2020-05-06,1.67,0.88,2.59
APURIMAC,2020-05-07,1.61,0.8300000000000001,2.49
APURIMAC,2020-05-08,1.55,0.79,2.41
APURIMAC,2020-05-09,1.47,0.75,2.33
APURIMAC,2020-05-10,1.43,0.73,2.29
APURIMAC,2020-05-11,1.43,0.71,2.2600000000000002
APURIMAC,2020-05-12,1.42,0.73,2.2800000000000002
APURIMAC,2020-05-13,1.42,0.7000000000000001,2.24
APURIMAC,2020-05-14,1.42,0.72,2.2600000000000002
AREQUIPA,2020-03-20,3.0,1.01,6.99
AREQUIPA,2020-03-21,2.87,0.99,6.25
AREQUIPA,2020-03-22,2.77,1.01,5.83
AREQUIPA,2020-03-23,2.69,0.98,5.48
AREQUIPA,2020-03-24,2.9,1.09,5.63
AREQUIPA,2020-03-25,2.73,1.04,5.15
AREQUIPA,2020-03-26,2.61,1.04,4.8500000000000005
AREQUIPA,2020-03-27,2.5,1.02,4.6000000000000005
AREQUIPA,2020-03-28,2.42,1.02,4.42
AREQUIPA,2020-03-29,2.34,0.97,4.21
AREQUIPA,2020-03-30,2.2800000000000002,0.9500000000000001,4.0600000000000005
AREQUIPA,2020-03-31,2.37,1.03,4.12
AREQUIPA,2020-04-01,2.2800000000000002,1.02,3.96
AREQUIPA,2020-04-02,2.33,1.08,3.96
AREQUIPA,2020-04-03,2.23,1.01,3.73
AREQUIPA,2020-04-04,2.2600000000000002,1.09,3.74
AREQUIPA,2020-04-05,2.2600000000000002,1.12,3.67
AREQUIPA,2020-04-06,2.24,1.1300000000000001,3.5700000000000003
AREQUIPA,2020-04-07,2.22,1.16,3.49
AREQUIPA,2020-04-08,2.04,1.04,3.21
AREQUIPA,2020-04-09,1.97,1.03,3.11
AREQUIPA,2020-04-10,1.8,0.92,2.88
AREQUIPA,2020-04-11,1.76,0.9,2.81
AREQUIPA,2020-04-12,1.69,0.86,2.71
AREQUIPA,2020-04-13,1.67,0.8300000000000001,2.64
AREQUIPA,2020-04-14,1.69,0.87,2.67
AREQUIPA,2020-04-15,1.72,0.91,2.69
AREQUIPA,2020-04-16,1.78,0.9500000000000001,2.71
AREQUIPA,2020-04-17,1.95,1.1300000000000001,2.89
AREQUIPA,2020-04-18,2.07,1.23,2.93
AREQUIPA,2020-04-19,2.21,1.44,3.0700000000000003
AREQUIPA,2020-04-20,2.19,1.46,2.98
AREQUIPA,2020-04-21,2.07,1.3900000000000001,2.81
AREQUIPA,2020-04-22,1.8800000000000001,1.24,2.57
AREQUIPA,2020-04-23,1.78,1.19,2.46
AREQUIPA,2020-04-24,1.7,1.12,2.33
AREQUIPA,2020-04-25,1.76,1.2,2.37
AREQUIPA,2020-04-26,1.79,1.26,2.39
AREQUIPA,2020-04-27,1.8,1.29,2.37
AREQUIPA,2020-04-28,1.76,1.27,2.3000000000000003
AREQUIPA,2020-04-29,1.7,1.21,2.19
AREQUIPA,2020-04-30,1.62,1.18,2.13
AREQUIPA,2020-05-01,1.57,1.12,2.0300000000000002
AREQUIPA,2020-05-02,1.48,1.04,1.92
AREQUIPA,2020-05-03,1.47,1.05,1.9100000000000001
AREQUIPA,2020-05-04,1.43,1.03,1.87
AREQUIPA,2020-05-05,1.4000000000000001,1.01,1.83
AREQUIPA,2020-05-06,1.3800000000000001,0.98,1.78
AREQUIPA,2020-05-07,1.3800000000000001,1.01,1.8
AREQUIPA,2020-05-08,1.44,1.06,1.83
AREQUIPA,2020-05-09,1.47,1.09,1.84
AREQUIPA,2020-05-10,1.53,1.17,1.9000000000000001
AREQUIPA,2020-05-11,1.58,1.24,1.95
AREQUIPA,2020-05-12,1.6,1.26,1.94
AREQUIPA,2020-05-13,1.6,1.28,1.94
AREQUIPA,2020-05-14,1.58,1.26,1.8900000000000001
AYACUCHO,2020-04-05,3.0,1.01,6.99
AYACUCHO,2020-04-06,2.87,0.99,6.25
AYACUCHO,2020-04-07,2.77,1.01,5.83
AYACUCHO,2020-04-08,2.69,0.98,5.48
AYACUCHO,2020-04-09,2.61,0.99,5.25
AYACUCHO,2020-04-10,2.5500000000000003,0.96,5.0200000000000005
AYACUCHO,2020-04-11,2.73,1.04,5.15
AYACUCHO,2020-04-12,2.61,1.04,4.8500000000000005
AYACUCHO,2020-04-13,2.5,1.02,4.6000000000000005
AYACUCHO,2020-04-14,2.42,1.02,4.42
AYACUCHO,2020-04-15,2.5100000000000002,1.05,4.4
AYACUCHO,2020-04-16,2.4,1.05,4.2
AYACUCHO,2020-04-17,2.31,1.04,4.03
AYACUCHO,2020-04-18,2.23,1.0,3.85
AYACUCHO,2020-04-19,2.16,0.9500000000000001,3.68
AYACUCHO,2020-04-20,2.11,0.9400000000000001,3.5700000000000003
AYACUCHO,2020-04-21,2.06,0.9500000000000001,3.5
AYACUCHO,2020-04-22,1.92,0.87,3.29
AYACUCHO,2020-04-23,1.9000000000000001,0.88,3.2600000000000002
AYACUCHO,2020-04-24,1.8800000000000001,0.84,3.17
AYACUCHO,2020-04-25,1.93,0.91,3.25
AYACUCHO,2020-04-26,2.06,0.99,3.34
AYACUCHO,2020-04-27,2.07,1.03,3.3200000000000003
AYACUCHO,2020-04-28,2.15,1.11,3.35
AYACUCHO,2020-04-29,2.12,1.11,3.25
AYACUCHO,2020-04-30,2.09,1.1400000000000001,3.19
AYACUCHO,2020-05-01,2.1,1.19,3.16
AYACUCHO,2020-05-02,2.0,1.1400000000000001,3.0
AYACUCHO,2020-05-03,2.0100000000000002,1.1500000000000001,2.93
AYACUCHO,2020-05-04,1.96,1.16,2.86
AYACUCHO,2020-05-05,1.92,1.1300000000000001,2.75
AYACUCHO,2020-05-06,1.84,1.12,2.67
AYACUCHO,2020-05-07,1.75,1.05,2.5300000000000002
AYACUCHO,2020-05-08,1.73,1.05,2.48
AYACUCHO,2020-05-09,1.69,1.03,2.41
AYACUCHO,2020-05-10,1.6500000000000001,1.02,2.36
AYACUCHO,2020-05-11,1.61,1.0,2.3000000000000003
AYACUCHO,2020-05-12,1.56,0.96,2.22
AYACUCHO,2020-05-13,1.49,0.9,2.12
AYACUCHO,2020-05-14,1.43,0.85,2.04
CAJAMARCA,2020-04-02,3.0,1.01,6.99
CAJAMARCA,2020-04-03,2.87,0.99,6.25
CAJAMARCA,2020-04-04,2.77,1.01,5.83
CAJAMARCA,2020-04-05,2.69,0.98,5.48
CAJAMARCA,2020-04-06,2.61,0.99,5.25
CAJAMARCA,2020-04-07,2.5500000000000003,0.96,5.0200000000000005
CAJAMARCA,2020-04-08,2.49,0.97,4.87
CAJAMARCA,2020-04-09,2.44,0.97,4.73
CAJAMARCA,2020-04-10,2.4,0.96,4.6000000000000005
CAJAMARCA,2020-04-11,2.35,0.9500000000000001,4.48
CAJAMARCA,2020-04-12,2.32,0.92,4.3500000000000005
CAJAMARCA,2020-04-13,2.2800000000000002,0.9400000000000001,4.29
CAJAMARCA,2020-04-14,2.42,1.02,4.42
CAJAMARCA,2020-04-15,2.5100000000000002,1.04,4.39
CAJAMARCA,2020-04-16,2.72,1.25,4.58
CAJAMARCA,2020-04-17,2.81,1.3800000000000001,4.54
CAJAMARCA,2020-04-18,2.68,1.33,4.21
CAJAMARCA,2020-04-19,2.56,1.32,3.97
CAJAMARCA,2020-04-20,2.36,1.24,3.67
CAJAMARCA,2020-04-21,2.15,1.11,3.35
CAJAMARCA,2020-04-22,1.99,1.02,3.12
CAJAMARCA,2020-04-23,1.93,1.01,3.0300000000000002
CAJAMARCA,2020-04-24,1.98,1.08,3.06
CAJAMARCA,2020-04-25,2.02,1.1300000000000001,3.0500000000000003
CAJAMARCA,2020-04-26,1.98,1.1,2.93
CAJAMARCA,2020-04-27,1.95,1.1300000000000001,2.89
CAJAMARCA,2020-04-28,1.87,1.1,2.7800000000000002
CAJAMARCA,2020-04-29,1.85,1.07,2.68
CAJAMARCA,2020-04-30,1.82,1.08,2.63
CAJAMARCA,2020-05-01,1.82,1.11,2.61
CAJAMARCA,2020-05-02,1.85,1.17,2.62
CAJAMARCA,2020-05-03,1.8900000000000001,1.22,2.61
CAJAMARCA,2020-05-04,1.83,1.21,2.54
CAJAMARCA,2020-05-05,1.77,1.17,2.44
CAJAMARCA,2020-05-06,1.6500000000000001,1.06,2.27
CAJAMARCA,2020-05-07,1.57,1.01,2.18
CAJAMARCA,2020-05-08,1.49,0.93,2.06
CAJAMARCA,2020-05-09,1.44,0.92,2.0300000000000002
CAJAMARCA,2020-05-10,1.3900000000000001,0.86,1.94
CAJAMARCA,2020-05-11,1.3800000000000001,0.88,1.95
CAJAMARCA,2020-05-12,1.35,0.85,1.9000000000000001
CAJAMARCA,2020-05-13,1.33,0.85,1.8900000000000001
CAJAMARCA,2020-05-14,1.32,0.81,1.83
CALLAO,2020-03-16,3.0,1.01,6.99
CALLAO,2020-03-17,2.87,0.99,6.25
CALLAO,2020-03-18,2.77,1.01,5.83
CALLAO,2020-03-19,2.69,0.98,5.48
CALLAO,2020-03-20,2.61,0.99,5.25
CALLAO,2020-03-21,2.5500000000000003,0.96,5.0200000000000005
CALLAO,2020-03-22,2.49,0.97,4.87
CALLAO,2020-03-23,2.44,0.97,4.73
CALLAO,2020-03-24,2.4,0.96,4.6000000000000005
CALLAO,2020-03-25,2.5500000000000003,1.04,4.73
CALLAO,2020-03-26,2.46,0.99,4.47
CALLAO,2020-03-27,2.5500000000000003,1.05,4.48
CALLAO,2020-03-28,2.43,1.04,4.25
CALLAO,2020-03-29,2.48,1.12,4.24
CALLAO,2020-03-30,2.36,1.08,4.0
CALLAO,2020-03-31,2.2600000000000002,1.05,3.81
CALLAO,2020-04-01,2.39,1.1300000000000001,3.85
CALLAO,2020-04-02,2.36,1.1400000000000001,3.72
CALLAO,2020-04-03,2.4,1.24,3.71
CALLAO,2020-04-04,2.48,1.36,3.71
CALLAO,2020-04-05,2.63,1.58,3.8000000000000003
CALLAO,2020-04-06,3.16,2.18,4.22
CALLAO,2020-04-07,3.4,2.5500000000000003,4.3100000000000005
CALLAO,2020-04-08,3.3200000000000003,2.6,4.1
CALLAO,2020-04-09,3.0700000000000003,2.43,3.72
CALLAO,2020-04-10,2.66,2.09,3.23
CALLAO,2020-04-11,2.4,1.9100000000000001,2.95
CALLAO,2020-04-12,2.24,1.78,2.73
CALLAO,2020-04-13,2.07,1.6400000000000001,2.52
CALLAO,2020-04-14,1.98,1.59,2.42
CALLAO,2020-04-15,1.87,1.5,2.2800000000000002
CALLAO,2020-04-16,1.75,1.4000000000000001,2.14
CALLAO,2020-04-17,1.6300000000000001,1.3,2.0100000000000002
CALLAO,2020-04-18,1.53,1.2,1.8800000000000001
CALLAO,2020-04-19,1.47,1.1500000000000001,1.81
CALLAO,2020-04-20,1.44,1.12,1.76
CALLAO,2020-04-21,1.42,1.12,1.75
CALLAO,2020-04-22,1.4000000000000001,1.1,1.71
CALLAO,2020-04-23,1.6400000000000001,1.35,1.94
CALLAO,2020-04-24,1.82,1.54,2.1
CALLAO,2020-04-25,1.93,1.68,2.21
CALLAO,2020-04-26,1.94,1.71,2.21
CALLAO,2020-04-27,1.83,1.61,2.08
CALLAO,2020-04-28,1.6600000000000001,1.45,1.9000000000000001
CALLAO,2020-04-29,1.54,1.33,1.76
CALLAO,2020-04-30,1.3900000000000001,1.19,1.61
CALLAO,2020-05-01,1.4000000000000001,1.2,1.61
CALLAO,2020-05-02,1.3900000000000001,1.2,1.6
CALLAO,2020-05-03,1.3800000000000001,1.19,1.58
CALLAO,2020-05-04,1.37,1.18,1.56
CALLAO,2020-05-05,1.37,1.18,1.55
CALLAO,2020-05-06,1.36,1.19,1.56
CALLAO,2020-05-07,1.37,1.2,1.56
CALLAO,2020-05-08,1.35,1.18,1.53
CALLAO,2020-05-09,1.33,1.16,1.5
CALLAO,2020-05-10,1.28,1.12,1.46
CALLAO,2020-05-11,1.25,1.09,1.42
CALLAO,2020-05-12,1.22,1.06,1.3900000000000001
CALLAO,2020-05-13,1.21,1.04,1.36
CALLAO,2020-05-14,1.21,1.06,1.3800000000000001
CUSCO,2020-03-19,3.0,1.01,6.99
CUSCO,2020-03-20,2.87,0.99,6.25
CUSCO,2020-03-21,2.77,1.01,5.83
CUSCO,2020-03-22,2.69,0.98,5.48
CUSCO,2020-03-23,2.61,0.99,5.25
CUSCO,2020-03-24,2.5500000000000003,0.96,5.0200000000000005
CUSCO,2020-03-25,2.49,0.97,4.87
CUSCO,2020-03-26,2.44,0.97,4.73
CUSCO,2020-03-27,2.4,0.96,4.6000000000000005
CUSCO,2020-03-28,2.5500000000000003,1.04,4.73
CUSCO,2020-03-29,2.65,1.12,4.74
CUSCO,2020-03-30,2.69,1.17,4.63
CUSCO,2020-03-31,2.67,1.22,4.48
CUSCO,2020-04-01,2.49,1.12,4.1
CUSCO,2020-04-02,2.35,1.11,3.89
CUSCO,2020-04-03,2.24,1.08,3.7
CUSCO,2020-04-04,2.15,1.02,3.5
CUSCO,2020-04-05,1.99,0.97,3.31
CUSCO,2020-04-06,1.87,0.9,3.13
CUSCO,2020-04-07,1.77,0.8,2.94
CUSCO,2020-04-08,1.69,0.77,2.85
CUSCO,2020-04-09,1.69,0.78,2.85
CUSCO,2020-04-10,1.68,0.79,2.85
CUSCO,2020-04-11,1.67,0.75,2.79
CUSCO,2020-04-12,1.86,0.89,3.0100000000000002
CUSCO,2020-04-13,2.02,1.02,3.16
CUSCO,2020-04-14,2.14,1.16,3.27
CUSCO,2020-04-15,2.09,1.17,3.18
CUSCO,2020-04-16,2.0,1.12,3.02
CUSCO,2020-04-17,1.83,1.01,2.8000000000000003
CUSCO,2020-04-18,1.7,0.88,2.58
CUSCO,2020-04-19,1.59,0.84,2.48
CUSCO,2020-04-20,1.58,0.81,2.42
CUSCO,2020-04-21,1.6,0.86,2.46
CUSCO,2020-04-22,1.61,0.87,2.45
CUSCO,2020-04-23,1.59,0.87,2.42
CUSCO,2020-04-24,1.6,0.9,2.43
CUSCO,2020-04-25,1.61,0.9,2.4
CUSCO,2020-04-26,1.62,0.9400000000000001,2.42
CUSCO,2020-04-27,1.56,0.87,2.3000000000000003
CUSCO,2020-04-28,1.52,0.86,2.2600000000000002
CUSCO,2020-04-29,1.5,0.87,2.25
CUSCO,2020-04-30,1.46,0.8300000000000001,2.18
CUSCO,2020-05-01,1.42,0.8200000000000001,2.15
CUSCO,2020-05-02,1.41,0.8,2.11
CUSCO,2020-05-03,1.41,0.81,2.11
CUSCO,2020-05-04,1.42,0.8200000000000001,2.11
CUSCO,2020-05-05,1.46,0.85,2.13
CUSCO,2020-05-06,1.53,0.91,2.18
CUSCO,2020-05-07,1.6400000000000001,1.04,2.3000000000000003
CUSCO,2020-05-08,1.74,1.1500000000000001,2.38
CUSCO,2020-05-09,1.76,1.17,2.35
CUSCO,2020-05-10,1.72,1.18,2.32
CUSCO,2020-05-11,1.68,1.1500000000000001,2.24
CUSCO,2020-05-12,1.6300000000000001,1.12,2.17
CUSCO,2020-05-13,1.59,1.11,2.13
CUSCO,2020-05-14,1.59,1.1,2.08
HUANCAVELICA,2020-04-05,3.0,1.01,6.99
HUANCAVELICA,2020-04-06,2.87,0.99,6.25
HUANCAVELICA,2020-04-07,2.77,1.01,5.83
HUANCAVELICA,2020-04-08,2.69,0.98,5.48
HUANCAVELICA,2020-04-09,2.61,0.99,5.25
HUANCAVELICA,2020-04-10,2.5500000000000003,0.96,5.0200000000000005
HUANCAVELICA,2020-04-11,2.49,0.97,4.87
HUANCAVELICA,2020-04-12,2.44,0.97,4.73
HUANCAVELICA,2020-04-13,2.4,0.96,4.6000000000000005
HUANCAVELICA,2020-04-14,2.35,0.9500000000000001,4.48
HUANCAVELICA,2020-04-15,2.32,0.92,4.3500000000000005
HUANCAVELICA,2020-04-16,2.2800000000000002,0.9400000000000001,4.29
HUANCAVELICA,2020-04-17,2.42,1.02,4.42
HUANCAVELICA,2020-04-18,2.34,0.97,4.21
HUANCAVELICA,2020-04-19,2.2800000000000002,0.9400000000000001,4.05
HUANCAVELICA,2020-04-20,2.22,0.9400000000000001,3.94
HUANCAVELICA,2020-04-21,2.18,0.91,3.81
HUANCAVELICA,2020-04-22,2.0100000000000002,0.86,3.6
HUANCAVELICA,2020-04-23,2.11,0.93,3.71
HUANCAVELICA,2020-04-24,2.19,0.98,3.75
HUANCAVELICA,2020-04-25,2.35,1.11,3.89
HUANCAVELICA,2020-04-26,2.34,1.1300000000000001,3.79
HUANCAVELICA,2020-04-27,2.41,1.24,3.81
HUANCAVELICA,2020-04-28,2.43,1.28,3.71
HUANCAVELICA,2020-04-29,2.41,1.32,3.6
HUANCAVELICA,2020-04-30,2.37,1.33,3.46
HUANCAVELICA,2020-05-01,2.48,1.51,3.52
HUANCAVELICA,2020-05-02,2.41,1.5,3.35
HUANCAVELICA,2020-05-03,2.29,1.47,3.18
HUANCAVELICA,2020-05-04,2.09,1.32,2.9
HUANCAVELICA,2020-05-05,1.83,1.1400000000000001,2.62
HUANCAVELICA,2020-05-06,1.6,0.9400000000000001,2.33
HUANCAVELICA,2020-05-07,1.45,0.84,2.18
HUANCAVELICA,2020-05-08,1.35,0.75,2.05
HUANCAVELICA,2020-05-09,1.37,0.77,2.07
HUANCAVELICA,2020-05-10,1.3800000000000001,0.78,2.07
HUANCAVELICA,2020-05-11,1.4000000000000001,0.81,2.1
HUANCAVELICA,2020-05-12,1.41,0.8200000000000001,2.1
HUANCAVELICA,2020-05-13,1.41,0.81,2.07
HUANCAVELICA,2020-05-14,1.4000000000000001,0.8200000000000001,2.07
HUANUCO,2020-04-09,3.0,1.01,6.99
HUANUCO,2020-04-10,2.87,0.99,6.25
HUANUCO,2020-04-11,2.77,1.01,5.83
HUANUCO,2020-04-12,2.69,0.98,5.48
HUANUCO,2020-04-13,3.23,1.29,6.13
HUANUCO,2020-04-14,3.5,1.51,6.03
HUANUCO,2020-04-15,3.23,1.48,5.3500000000000005
HUANUCO,2020-04-16,3.18,1.57,5.04
HUANUCO,2020-04-17,3.06,1.61,4.7
HUANUCO,2020-04-18,2.69,1.43,4.14
HUANUCO,2020-04-19,2.54,1.34,3.81
HUANUCO,2020-04-20,2.34,1.29,3.56
HUANUCO,2020-04-21,2.19,1.21,3.3200000000000003
